Seniority,References,Authors,Year,Journal,Field,Region,Citations
0,19,2,1955,APJ,p2,OTHER,20
0,2,1,1955,APJ,p2,OTHER,72
0,4,1,1955,APJ,p2,OTHER,13
0,12,1,1955,APJ,p2,OTHER,24
0,17,2,1955,APJ,p4,OTHER,4
0,13,2,1955,APJ,p2,OTHER,20
0,23,2,1955,APJ,p2,OTHER,16
0,13,2,1955,APJ,p2,OTHER,33
0,8,2,1956,APJ,p2,OTHER,3
1,34,2,1956,APJ,p2,OTHER,19
1,10,2,1956,APJ,p5,OTHER,8
0,27,1,1956,APJ,p4,OTHER,33
0,12,1,1956,APJ,p4,OTHER,45
0,6,1,1956,APJ,p2,OTHER,5
1,16,2,1956,APJ,p2,OTHER,10
0,6,1,1956,MNRAS,p2,OTHER,1
3,2,1,1957,APJ,p2,OTHER,1
0,8,1,1957,APJ,p2,OTHER,2
3,3,1,1957,APJ,p5,OTHER,12
2,2,1,1957,APJ,p2,OTHER,6
0,37,2,1957,APJ,p2,OTHER,84
0,7,1,1957,APJ,p2,OTHER,13
1,8,1,1957,MNRAS,p2,OTHER,42
0,5,1,1957,MNRAS,p2,OTHER,4
0,8,2,1958,APJ,p1,OTHER,54
3,11,2,1958,APJ,p4,OTHER,62
3,13,2,1958,APJ,p2,OTHER,106
0,7,2,1958,APJ,p2,OTHER,8
0,1,1,1958,MNRAS,p2,OTHER,15
0,6,2,1959,APJ,p2,OTHER,7
4,11,2,1959,APJ,p4,OTHER,108
0,11,1,1959,APJ,p2,OTHER,33
4,9,2,1959,APJ,p2,OTHER,9
0,10,1,1959,APJ,p1,OTHER,3
4,4,2,1959,APJ,p4,OTHER,37
4,6,2,1959,APJ,p6,OTHER,44
4,5,2,1959,APJ,p6,OTHER,19
4,15,3,1959,APJ,p4,OTHER,121
4,6,3,1959,APJ,p4,OTHER,145
5,8,2,1960,APJ,p3,OTHER,9
5,7,3,1960,APJ,p4,OTHER,48
0,20,2,1960,APJ,p4,OTHER,4
6,7,1,1960,APJ,p2,OTHER,3
5,2,1,1960,APJ,p2,OTHER,1
5,8,3,1960,APJ,p4,OTHER,10
5,14,1,1960,APJ,p2,OTHER,139
0,8,2,1960,APJ,p2,OTHER,9
5,7,2,1960,APJ,p4,OTHER,75
0,8,1,1960,APJ,p4,OTHER,19
3,7,1,1960,APJ,p2,OTHER,40
5,6,3,1960,APJ,p4,OTHER,60
5,5,3,1960,APJ,p4,OTHER,44
5,7,3,1960,APJ,p4,OTHER,29
0,12,4,1960,APJ,p2,OTHER,23
6,6,1,1961,APJ,p2,OTHER,18
2,5,1,1961,APJ,p2,OTHER,3
6,17,3,1961,APJ,p4,OTHER,50
6,6,3,1961,APJ,p4,OTHER,12
0,27,1,1961,APJ,p4,OTHER,20
6,14,1,1961,APJ,p2,OTHER,6
6,6,3,1961,APJ,p4,OTHER,11
6,4,3,1961,APJ,p4,OTHER,6
6,5,2,1961,APJ,p4,OTHER,54
6,6,2,1961,APJ,p4,OTHER,13
6,7,3,1961,APJ,p4,OTHER,31
6,5,3,1961,APJ,p4,OTHER,28
0,7,4,1961,MNRAS,p2,OTHER,3
7,4,2,1962,APJ,p4,OTHER,23
7,35,2,1962,APJ,p4,OTHER,127
0,17,1,1962,APJ,p2,OTHER,12
0,12,1,1962,APJ,p2,OTHER,11
8,6,1,1962,APJ,p2,OTHER,32
7,3,3,1962,APJ,p4,OTHER,30
7,6,3,1962,APJ,p4,OTHER,14
7,8,1,1962,APJ,p2,OTHER,1
0,3,1,1962,APJ,p1,OTHER,7
7,9,3,1962,APJ,p4,OTHER,39
0,15,2,1962,APJ,p2,OTHER,108
7,5,3,1962,APJ,p4,OTHER,25
7,5,1,1962,APJ,p2,OTHER,14
7,6,2,1962,NAT,p4,NAMERICA,31
8,3,3,1963,APJ,p4,OTHER,23
6,14,1,1963,APJ,p2,OTHER,8
8,11,3,1963,APJ,p4,OTHER,55
0,6,1,1963,APJ,p2,OTHER,15
0,8,1,1963,APJ,p2,OTHER,4
0,23,1,1963,APJ,p2,OTHER,76
8,17,1,1963,APJ,p2,OTHER,68
8,9,3,1963,APJ,p4,OTHER,45
8,21,1,1963,APJ,p2,OTHER,76
8,7,1,1963,APJ,p1,OTHER,10
0,15,2,1963,MNRAS,p2,OTHER,4
0,12,2,1963,MNRAS,p2,OTHER,9
0,7,1,1964,APJ,p2,OTHER,7
0,4,3,1964,APJ,p4,OTHER,37
9,5,5,1964,APJ,p4,OTHER,17
0,21,1,1964,APJ,p2,OTHER,19
9,7,5,1964,APJ,p4,OTHER,20
2,12,2,1964,APJ,p2,OTHER,27
5,5,4,1964,APJ,p4,OTHER,11
9,6,4,1964,APJ,p4,OTHER,20
5,5,3,1964,APJ,p4,OTHER,8
7,4,1,1964,APJ,p2,OTHER,25
0,5,2,1964,APJ,p1,OTHER,44
9,21,3,1964,APJ,p4,OTHER,135
9,15,2,1964,APJ,p4,OTHER,56
9,11,3,1964,APJ,p4,OTHER,12
0,11,2,1964,MNRAS,p2,OTHER,22
4,11,1,1964,NAT,p4,EUROPE,2
10,14,1,1965,APJ,p2,OTHER,12
10,7,1,1965,APJ,p2,OTHER,55
3,16,1,1965,APJ,p2,OTHER,42
6,15,5,1965,APJ,p4,OTHER,35
6,10,4,1965,APJ,p4,OTHER,28
10,21,1,1965,APJ,p2,OTHER,80
10,14,1,1965,APJ,p2,OTHER,18
8,24,1,1965,APJ,p3,OTHER,28
0,14,1,1965,APJ,p2,OTHER,26
8,7,1,1965,APJ,p2,OTHER,7
10,7,3,1965,APJ,p4,OTHER,10
1,6,1,1965,APJ,p2,OTHER,17
0,4,1,1965,APJ,p2,OTHER,4
10,12,2,1965,APJ,p4,OTHER,98
10,6,3,1965,APJ,p4,OTHER,9
10,3,3,1965,APJ,p4,OTHER,20
10,3,1,1965,APJ,p2,OTHER,3
6,12,1,1965,APJ,p2,OTHER,13
10,16,2,1965,APJ,p4,OTHER,106
0,2,1,1965,MNRAS,p2,OTHER,3
2,6,1,1965,NAT,p3,NAMERICA,15
11,4,2,1966,APJ,p2,OTHER,21
1,12,3,1966,APJ,p4,OTHER,1
0,17,1,1966,APJ,p2,OTHER,24
2,6,3,1966,APJ,p2,OTHER,62
0,21,1,1966,APJ,p2,OTHER,44
0,3,1,1966,APJ,p3,OTHER,62
6,23,2,1966,APJ,p2,OTHER,19
0,9,1,1966,APJ,p4,OTHER,8
0,10,2,1966,APJ,p4,OTHER,19
0,5,2,1966,APJ,p4,OTHER,30
11,6,1,1966,APJ,p2,OTHER,26
8,20,2,1966,APJ,p2,OTHER,4
11,11,2,1966,APJ,p4,OTHER,20
0,3,3,1966,APJ,p2,OTHER,2
9,10,1,1966,APJ,p2,OTHER,9
11,3,1,1966,APJ,p3,OTHER,1
0,11,1,1966,APJ,p1,OTHER,42
0,10,2,1966,APJ,p2,OTHER,48
0,6,2,1966,MNRAS,p2,OTHER,17
0,5,2,1966,MNRAS,p1,OTHER,3
2,11,2,1966,MNRAS,p2,OTHER,29
0,1,1,1967,APJ,p2,OTHER,4
1,45,1,1967,APJ,p2,OTHER,43
3,9,1,1967,APJ,p2,OTHER,20
0,8,3,1967,APJ,p2,OTHER,5
1,30,1,1967,APJ,p2,OTHER,169
1,7,2,1967,APJ,p1,OTHER,17
0,3,1,1967,APJ,p2,OTHER,2
12,14,1,1967,APJ,p2,OTHER,16
0,7,2,1967,APJ,p2,OTHER,2
12,24,1,1967,APJ,p2,OTHER,18
11,13,1,1967,APJ,p2,OTHER,14
12,4,3,1967,APJ,p4,OTHER,14
0,22,2,1967,APJ,p2,OTHER,11
2,18,1,1967,APJ,p2,OTHER,2
6,2,2,1967,NAT,p1,OTHER,6
13,6,2,1968,APJ,p4,OTHER,28
4,13,1,1968,APJ,p2,OTHER,12
0,45,1,1968,APJ,p4,OTHER,199
0,4,1,1968,APJ,p1,OTHER,5
0,7,1,1968,APJ,p2,OTHER,25
14,4,1,1968,APJ,p2,OTHER,6
13,5,1,1968,APJ,p2,OTHER,29
13,2,1,1968,APJ,p5,OTHER,1
0,14,1,1968,APJ,p2,OTHER,35
2,11,1,1968,APJ,p2,OTHER,50
13,18,3,1968,APJ,p3,OTHER,80
0,3,1,1968,APJ,p2,OTHER,10
0,8,1,1968,APJ,p2,OTHER,18
0,8,3,1968,APJ,p4,OTHER,19
1,4,2,1968,APJ,p2,OTHER,16
0,4,1,1968,APJ,p2,OTHER,2
4,22,1,1968,APJ,p2,OTHER,16
0,45,2,1968,APJ,p5,OTHER,37
9,17,2,1968,APJ,p4,OTHER,90
13,3,2,1968,APJ,p4,OTHER,10
0,21,2,1968,APJ,p1,OTHER,21
13,14,1,1968,APJ,p2,OTHER,53
0,10,1,1968,MNRAS,p2,OTHER,305
0,19,2,1968,MNRAS,p3,OTHER,46
0,22,1,1968,MNRAS,p2,OTHER,277
0,29,1,1968,MNRAS,p4,OTHER,133
0,3,1,1969,AA,p2,OTHER,12
0,2,2,1969,AA,p2,OTHER,28
0,24,2,1969,AA,p2,OTHER,23
4,17,3,1969,AA,p4,OTHER,114
15,19,1,1969,AA,p2,OTHER,11
0,9,1,1969,AA,p2,OTHER,6
15,5,1,1969,AA,p2,OTHER,7
0,6,1,1969,AA,p2,OTHER,8
0,38,1,1969,AA,p2,OTHER,30
0,37,2,1969,AA,p2,OTHER,15
10,5,2,1969,AA,p4,OTHER,16
0,23,1,1969,AA,p3,OTHER,14
0,17,3,1969,AA,p4,OTHER,17
5,2,2,1969,AA,p2,OTHER,15
8,14,1,1969,APJ,p2,OTHER,22
0,22,2,1969,APJ,p2,OTHER,16
3,25,3,1969,APJ,p2,OTHER,22
14,4,1,1969,APJ,p3,OTHER,28
0,11,1,1969,APJ,p5,OTHER,1
1,5,1,1969,APJ,p4,OTHER,13
1,6,2,1969,APJ,p4,OTHER,9
0,10,2,1969,APJ,p2,OTHER,78
13,5,1,1969,APJ,p2,OTHER,12
1,8,1,1969,APJ,p4,OTHER,16
1,6,1,1969,APJ,p4,OTHER,13
1,5,1,1969,APJ,p4,OTHER,13
0,6,3,1969,APJ,p4,OTHER,10
0,14,2,1969,APJ,p1,OTHER,18
0,16,2,1969,APJ,p2,OTHER,22
14,13,1,1969,APJ,p4,OTHER,6
14,2,1,1969,APJ,p2,OTHER,20
1,41,2,1969,APJ,p2,OTHER,156
1,21,1,1969,APJ,p2,OTHER,27
1,12,2,1969,APJ,p4,OTHER,55
6,23,2,1969,MNRAS,p2,OTHER,1
0,19,1,1969,MNRAS,p4,OTHER,24
0,27,1,1969,MNRAS,p4,OTHER,29
0,7,2,1969,MNRAS,p1,OTHER,11
0,7,2,1969,MNRAS,p2,OTHER,9
0,8,1,1969,NAT,p5,NAMERICA,4
0,7,2,1969,NAT,p2,EUROPE,10
1,1,2,1969,NAT,p2,OTHER,9
3,3,2,1969,NAT,p1,OTHER,27
0,14,3,1970,AA,p2,OTHER,47
1,1,1,1970,AA,p3,OTHER,4
1,11,3,1970,AA,p2,OTHER,24
0,48,1,1970,AA,p2,OTHER,46
16,9,1,1970,AA,p2,OTHER,6
1,11,1,1970,AA,p2,OTHER,61
0,24,2,1970,AA,p2,OTHER,38
4,12,1,1970,AA,p4,OTHER,10
14,24,1,1970,AA,p2,OTHER,45
14,13,1,1970,AA,p2,OTHER,7
0,26,2,1970,AA,p2,OTHER,42
0,10,1,1970,AA,p4,OTHER,10
0,39,3,1970,AA,p2,OTHER,36
2,12,1,1970,APJ,p2,OTHER,2
4,5,1,1970,APJ,p4,OTHER,14
11,27,2,1970,APJ,p4,OTHER,478
0,4,1,1970,APJ,p4,OTHER,10
0,25,2,1970,APJ,p2,OTHER,69
0,4,1,1970,APJ,p2,OTHER,6
15,6,2,1970,APJ,p3,OTHER,2
7,17,1,1970,APJ,p5,OTHER,23
11,15,3,1970,APJ,p4,OTHER,72
0,10,1,1970,APJ,p4,OTHER,2
0,20,1,1970,APJ,p4,OTHER,36
15,25,1,1970,APJ,p3,OTHER,100
2,9,1,1970,APJ,p3,OTHER,22
1,5,2,1970,APJ,p4,OTHER,7
4,8,2,1970,APJ,p4,OTHER,21
0,4,2,1970,APJ,p3,OTHER,3
15,22,1,1970,APJ,p2,OTHER,2
0,6,3,1970,APJ,p2,OTHER,116
0,28,1,1970,APJ,p2,OTHER,94
1,29,2,1970,APJ,p2,OTHER,84
0,43,1,1970,APJ,p2,OTHER,24
1,10,2,1970,APJ,p2,OTHER,57
2,17,2,1970,APJ,p2,OTHER,43
0,7,1,1970,APJ,p4,OTHER,3
0,3,2,1970,APJ,p2,OTHER,10
0,2,2,1970,APJ,p2,OTHER,33
0,8,2,1970,APJ,p3,OTHER,344
0,8,2,1970,APJ,p2,OTHER,16
0,25,2,1970,MNRAS,p2,OTHER,214
1,3,1,1970,MNRAS,p2,OTHER,14
0,9,3,1970,NAT,p4,OTHER,30
4,6,2,1970,NAT,p3,OTHER,2
3,16,1,1971,AA,p2,OTHER,26
3,16,2,1971,AA,p6,OTHER,36
1,23,3,1971,AA,p4,OTHER,27
2,21,2,1971,AA,p5,OTHER,52
7,5,3,1971,AA,p2,OTHER,22
2,35,1,1971,AA,p4,OTHER,14
0,12,2,1971,AA,p5,OTHER,6
5,9,1,1971,AA,p4,OTHER,88
5,5,2,1971,AA,p1,OTHER,22
2,32,2,1971,AA,p2,OTHER,17
2,9,2,1971,AA,p2,OTHER,16
0,9,3,1971,AA,p2,OTHER,51
0,4,2,1971,AA,p2,OTHER,1
2,12,1,1971,AA,p4,OTHER,5
2,16,2,1971,AA,p2,OTHER,50
2,48,2,1971,AA,p5,OTHER,37
0,12,1,1971,AA,p2,OTHER,6
1,35,3,1971,AA,p4,OTHER,198
1,49,1,1971,AA,p4,OTHER,134
15,11,1,1971,AA,p2,OTHER,16
0,16,2,1971,AA,p3,OTHER,1
2,18,2,1971,AA,p2,OTHER,46
2,50,1,1971,AA,p2,OTHER,17
3,7,1,1971,AA,p4,OTHER,9
0,23,1,1971,APJ,p3,OTHER,37
16,12,2,1971,APJ,p4,OTHER,40
2,7,2,1971,APJ,p4,OTHER,37
1,2,1,1971,APJ,p2,OTHER,3
1,4,1,1971,APJ,p4,OTHER,8
16,5,1,1971,APJ,p2,OTHER,9
3,34,2,1971,APJ,p2,OTHER,60
1,8,1,1971,APJ,p4,OTHER,20
0,6,2,1971,APJ,p3,OTHER,9
2,17,3,1971,APJ,p2,OTHER,100
0,8,5,1971,APJ,p2,OTHER,10
3,8,2,1971,APJ,p2,OTHER,87
0,3,1,1971,APJ,p3,OTHER,12
16,10,2,1971,APJ,p4,OTHER,16
2,12,2,1971,APJ,p2,OTHER,18
3,2,1,1971,APJ,p2,OTHER,6
1,10,3,1971,APJ,p2,OTHER,57
0,21,1,1971,APJ,p5,OTHER,14
0,11,2,1971,APJ,p4,OTHER,18
0,11,2,1971,APJ,p2,OTHER,12
0,16,3,1971,APJ,p3,OTHER,14
0,7,2,1971,APJ,p4,OTHER,20
12,27,2,1971,APJ,p4,OTHER,93
1,15,2,1971,APJ,p5,OTHER,47
16,17,4,1971,APJ,p3,OTHER,111
0,18,1,1971,APJ,p4,OTHER,47
16,5,2,1971,APJ,p2,OTHER,30
3,13,1,1971,APJ,p4,OTHER,11
0,12,1,1971,MNRAS,p4,OTHER,26
0,37,1,1971,NAT,p1,NAMERICA,126
2,18,4,1971,NAT,p6,NAMERICA,25
2,28,1,1971,NAT,p6,EUROPE,2
0,16,1,1972,AA,p2,OTHER,5
16,6,1,1972,AA,p2,OTHER,5
0,2,1,1972,AA,p4,OTHER,5
1,23,2,1972,AA,p3,OTHER,10
3,17,1,1972,AA,p4,OTHER,15
16,13,1,1972,AA,p2,OTHER,68
0,8,1,1972,AA,p4,OTHER,7
0,9,1,1972,AA,p2,OTHER,8
3,21,1,1972,AA,p2,OTHER,55
0,7,2,1972,AA,p2,OTHER,5
12,8,1,1972,AA,p3,OTHER,20
2,26,1,1972,AA,p2,OTHER,32
2,1,2,1972,AA,p2,OTHER,9
1,20,2,1972,AA,p3,OTHER,53
2,38,1,1972,AA,p4,OTHER,45
0,22,1,1972,AA,p2,OTHER,30
4,88,1,1972,AA,p4,OTHER,198
1,7,2,1972,AA,p4,OTHER,9
18,8,3,1972,APJ,p2,OTHER,30
4,13,1,1972,APJ,p2,OTHER,23
17,8,2,1972,APJ,p4,OTHER,4
17,25,1,1972,APJ,p4,OTHER,161
1,4,1,1972,APJ,p2,OTHER,12
1,9,1,1972,APJ,p4,OTHER,22
17,24,2,1972,APJ,p4,OTHER,27
2,20,3,1972,APJ,p2,OTHER,97
2,11,2,1972,APJ,p2,OTHER,2
2,2,2,1972,APJ,p2,OTHER,33
0,4,2,1972,APJ,p2,OTHER,15
1,14,1,1972,APJ,p4,OTHER,62
17,27,2,1972,APJ,p3,OTHER,61
2,5,2,1972,APJ,p2,OTHER,18
6,6,1,1972,APJ,p1,OTHER,8
0,12,2,1972,APJ,p2,OTHER,148
4,15,1,1972,APJ,p4,OTHER,42
0,30,1,1972,APJ,p4,OTHER,68
3,14,7,1972,APJ,p2,OTHER,35
4,7,1,1972,APJ,p3,OTHER,71
0,9,2,1972,APJ,p3,OTHER,17
0,7,2,1972,APJ,p2,OTHER,4
0,17,1,1972,APJ,p2,OTHER,5
1,16,1,1972,APJ,p4,OTHER,12
17,19,2,1972,APJ,p3,OTHER,58
4,8,1,1972,APJ,p3,OTHER,7
0,19,3,1972,APJ,p2,OTHER,8
6,7,1,1972,APJ,p1,OTHER,61
6,21,1,1972,APJ,p1,OTHER,49
8,9,2,1972,APJ,p2,OTHER,20
13,21,3,1972,APJ,p4,OTHER,46
3,26,2,1972,APJ,p2,OTHER,77
0,13,2,1972,APJ,p2,OTHER,7
4,43,1,1972,APJ,p4,OTHER,158
0,21,2,1972,APJ,p2,OTHER,21
2,32,2,1972,APJ,p2,OTHER,4
4,28,1,1972,APJ,p2,OTHER,191
0,15,2,1972,APJ,p4,OTHER,32
4,8,1,1972,APJ,p3,OTHER,15
17,9,4,1972,APJ,p4,OTHER,15
0,2,1,1972,MNRAS,p2,OTHER,7
0,25,1,1972,MNRAS,p2,OTHER,20
3,31,1,1972,MNRAS,p2,OTHER,35
3,28,1,1972,MNRAS,p2,OTHER,5
3,7,1,1972,MNRAS,p2,OTHER,3
0,23,1,1972,MNRAS,p4,OTHER,12
0,7,1,1972,MNRAS,p4,OTHER,1
0,7,1,1972,MNRAS,p3,OTHER,3
1,5,2,1972,MNRAS,p4,OTHER,17
7,8,1,1972,MNRAS,p3,OTHER,391
3,11,2,1972,NAT,p5,EUROPE,204
0,11,3,1972,NAT,p5,OTHER,12
2,7,1,1972,NAT,p4,NAMERICA,18
4,10,2,1973,AA,p2,OTHER,18
5,34,2,1973,AA,p2,OTHER,55
4,19,1,1973,AA,p2,OTHER,15
4,14,3,1973,AA,p4,OTHER,34
0,11,1,1973,AA,p4,OTHER,1
4,43,2,1973,AA,p5,OTHER,23
1,8,2,1973,AA,p2,OTHER,11
4,16,2,1973,AA,p2,OTHER,11
0,9,1,1973,AA,p2,OTHER,23
4,107,7,1973,AA,p2,OTHER,129
4,6,1,1973,AA,p2,OTHER,11
5,21,1,1973,AA,p3,OTHER,27
3,21,1,1973,AA,p2,OTHER,118
1,7,2,1973,AA,p2,OTHER,7
0,11,2,1973,AA,p2,OTHER,3
17,18,1,1973,AA,p2,OTHER,30
4,10,2,1973,AA,p5,OTHER,22
4,11,3,1973,AA,p2,OTHER,21
2,24,2,1973,AA,p2,OTHER,496
19,1,3,1973,AA,p2,OTHER,6
0,14,3,1973,AA,p5,OTHER,2
19,40,1,1973,AA,p2,OTHER,10
19,8,1,1973,AA,p2,OTHER,11
0,35,2,1973,AA,p4,OTHER,175
19,2,2,1973,AA,p2,OTHER,11
5,26,2,1973,AA,p2,OTHER,18
2,30,2,1973,AA,p2,OTHER,17
4,31,2,1973,AA,p2,OTHER,35
3,35,1,1973,AA,p4,OTHER,42
0,11,2,1973,AA,p1,OTHER,37
0,14,5,1973,AA,p1,OTHER,21
7,15,1,1973,APJ,p1,OTHER,22
3,5,4,1973,APJ,p2,OTHER,73
2,53,1,1973,APJ,p3,OTHER,35
4,14,1,1973,APJ,p3,OTHER,29
0,48,1,1973,APJ,p2,OTHER,30
0,4,8,1973,APJ,p5,OTHER,20
14,40,3,1973,APJ,p4,OTHER,30
0,40,1,1973,APJ,p4,OTHER,47
0,15,3,1973,APJ,p3,OTHER,3
4,18,1,1973,APJ,p4,OTHER,18
17,9,1,1973,APJ,p2,OTHER,8
4,3,1,1973,APJ,p5,OTHER,9
5,10,6,1973,APJ,p2,OTHER,119
0,11,1,1973,APJ,p4,OTHER,7
0,20,2,1973,APJ,p4,OTHER,18
7,16,1,1973,APJ,p1,OTHER,28
16,1,3,1973,APJ,p4,OTHER,15
18,22,1,1973,APJ,p2,OTHER,70
4,23,3,1973,APJ,p3,OTHER,40
4,25,1,1973,APJ,p3,OTHER,85
13,5,3,1973,APJ,p2,OTHER,37
14,5,3,1973,APJ,p3,OTHER,50
17,20,2,1973,APJ,p2,OTHER,28
1,12,2,1973,APJ,p3,OTHER,68
21,11,3,1973,APJ,p2,OTHER,100
3,27,2,1973,APJ,p3,OTHER,34
5,7,1,1973,APJ,p3,OTHER,15
0,15,4,1973,APJ,p3,OTHER,217
0,42,1,1973,APJ,p1,OTHER,56
2,7,2,1973,APJ,p5,OTHER,14
5,39,1,1973,APJ,p4,OTHER,57
1,22,1,1973,APJ,p5,OTHER,10
16,4,2,1973,APJ,p4,OTHER,12
3,12,2,1973,APJ,p2,OTHER,6
0,22,3,1973,APJ,p4,OTHER,60
4,18,1,1973,APJ,p4,OTHER,14
4,8,1,1973,APJ,p2,OTHER,9
3,19,2,1973,APJ,p2,OTHER,1
4,23,1,1973,APJ,p3,OTHER,24
1,14,1,1973,MNRAS,p4,OTHER,35
1,9,2,1973,MNRAS,p6,OTHER,34
1,8,1,1973,MNRAS,p5,OTHER,3
0,15,2,1973,MNRAS,p3,OTHER,5
5,22,2,1973,MNRAS,p5,OTHER,11
4,14,3,1973,MNRAS,p2,OTHER,26
0,19,1,1973,MNRAS,p4,OTHER,67
1,20,2,1973,MNRAS,p2,OTHER,36
0,6,1,1973,MNRAS,p6,OTHER,6
1,22,1,1973,MNRAS,p4,OTHER,3
1,35,1,1973,MNRAS,p2,OTHER,27
1,26,2,1973,MNRAS,p5,OTHER,88
2,1,2,1973,MNRAS,p2,OTHER,23
4,20,1,1973,MNRAS,p2,OTHER,17
4,9,1,1973,NAT,p1,EUROPE,34
0,21,2,1973,NAT,p1,NAMERICA,6
3,20,2,1974,AA,p5,OTHER,7
4,9,2,1974,AA,p2,OTHER,9
5,8,3,1974,AA,p3,OTHER,11
9,11,2,1974,AA,p4,OTHER,22
9,27,1,1974,AA,p4,OTHER,38
4,8,1,1974,AA,p3,OTHER,164
2,9,4,1974,AA,p2,OTHER,10
6,4,1,1974,AA,p2,OTHER,14
5,17,1,1974,AA,p2,OTHER,43
0,1,1,1974,AA,p6,OTHER,4
4,14,2,1974,AA,p4,OTHER,13
4,15,1,1974,AA,p4,OTHER,8
13,18,2,1974,AA,p4,OTHER,9
1,9,2,1974,AA,p4,NAMERICA,44
4,16,2,1974,AA,p4,OTHER,38
6,30,2,1974,AA,p2,OTHER,27
14,15,1,1974,AA,p2,EUROPE,14
5,6,1,1974,AA,p5,OTHER,5
5,26,1,1974,AA,p4,EUROPE,25
5,4,1,1974,AA,p2,OTHER,67
1,12,4,1974,AA,p1,EUROPE,9
1,61,2,1974,AA,p4,NAMERICA,121
1,9,3,1974,AA,p5,OTHER,27
4,37,1,1974,AA,p4,EUROPE,49
5,29,2,1974,AA,p5,EUROPE,19
0,12,10,1974,AA,p5,OTHER,6
2,19,2,1974,AA,p2,OTHER,6
10,5,2,1974,AA,p2,OTHER,6
15,10,1,1974,AA,p2,EUROPE,17
2,26,3,1974,AA,p2,OTHER,7
5,22,1,1974,AA,p2,EUROPE,35
1,17,3,1974,AA,p1,NAMERICA,31
0,15,1,1974,AA,p2,EUROPE,33
2,47,1,1974,AA,p2,OTHER,21
0,28,3,1974,AA,p2,OTHER,17
6,51,1,1974,APJ,p4,OTHER,41
5,12,3,1974,APJ,p2,OTHER,70
19,19,1,1974,APJ,p2,OTHER,7
5,27,1,1974,APJ,p4,OTHER,75
0,11,2,1974,APJ,p2,OTHER,27
5,9,2,1974,APJ,p2,OTHER,16
4,11,2,1974,APJ,p2,OTHER,30
4,18,1,1974,APJ,p2,OTHER,66
0,14,2,1974,APJ,p2,OTHER,1
18,12,1,1974,APJ,p2,OTHER,8
8,27,2,1974,APJ,p1,OTHER,22
12,3,2,1974,APJ,p2,OTHER,11
19,19,1,1974,APJ,p2,OTHER,12
8,12,1,1974,APJ,p4,OTHER,91
0,14,2,1974,APJ,p4,OTHER,17
0,3,1,1974,APJ,p2,OTHER,11
4,27,2,1974,APJ,p2,OTHER,62
8,6,3,1974,APJ,p1,OTHER,76
3,6,2,1974,APJ,p3,OTHER,53
4,13,1,1974,APJ,p2,OTHER,7
8,44,3,1974,APJ,p4,OTHER,92
0,11,2,1974,APJ,p5,OTHER,4
15,8,1,1974,APJ,p4,OTHER,16
5,6,3,1974,APJ,p2,OTHER,40
0,4,3,1974,APJ,p4,OTHER,17
0,9,2,1974,APJ,p2,OTHER,35
0,8,3,1974,APJ,p5,OTHER,147
0,13,2,1974,APJ,p2,OTHER,21
6,39,1,1974,APJ,p2,NAMERICA,76
0,12,1,1974,APJ,p5,OTHER,20
5,27,3,1974,APJ,p4,NAMERICA,16
8,13,1,1974,APJ,p1,OTHER,11
5,21,1,1974,APJ,p3,OTHER,75
18,16,2,1974,APJ,p2,OTHER,34
2,26,2,1974,APJ,p4,NAMERICA,33
18,14,4,1974,APJ,p2,OTHER,26
4,16,2,1974,APJ,p4,NAMERICA,20
8,13,2,1974,APJ,p1,NAMERICA,3
4,16,2,1974,APJ,p2,OTHER,39
18,25,2,1974,APJ,p2,OTHER,75
0,28,1,1974,MNRAS,p5,OTHER,6
5,11,2,1974,MNRAS,p2,OTHER,71
1,20,1,1974,MNRAS,p2,OTHER,17
1,23,2,1974,MNRAS,p2,OTHER,40
3,4,2,1974,MNRAS,p2,OTHER,6
5,13,1,1974,MNRAS,p2,OTHER,8
19,7,3,1974,NAT,p3,NAMERICA,11
2,7,3,1974,NAT,p1,OTHER,13
15,13,6,1974,NAT,p2,OTHER,14
3,19,1,1974,NAT,p4,NAMERICA,8
5,7,1,1974,NAT,p3,NAMERICA,6
6,19,1,1975,AA,p2,EUROPE,7
6,10,2,1975,AA,p2,OTHER,4
0,39,1,1975,AA,p2,NAMERICA,76
3,29,2,1975,AA,p2,OTHER,3
5,28,1,1975,AA,p3,EUROPE,17
2,16,2,1975,AA,p3,EUROPE,2
4,21,1,1975,AA,p2,EUROPE,15
0,12,2,1975,AA,p5,OTHER,7
0,21,2,1975,AA,p2,OTHER,10
4,9,1,1975,AA,p3,OTHER,1
5,27,2,1975,AA,p2,EUROPE,8
2,6,5,1975,AA,p1,EUROPE,23
1,17,1,1975,AA,p2,EUROPE,4
0,15,3,1975,AA,p5,EUROPE,17
15,8,1,1975,AA,p2,EUROPE,18
0,17,2,1975,AA,p2,OTHER,19
20,23,1,1975,APJ,p2,NAMERICA,9
5,33,1,1975,APJ,p4,OTHER,31
11,11,4,1975,APJ,p2,NAMERICA,65
2,8,1,1975,APJ,p1,NAMERICA,2
9,20,1,1975,APJ,p1,NAMERICA,20
2,17,3,1975,APJ,p4,NAMERICA,37
6,16,1,1975,APJ,p2,EUROPE,11
6,27,1,1975,APJ,p2,NAMERICA,35
6,30,4,1975,APJ,p4,OTHER,84
3,12,2,1975,APJ,p2,NAMERICA,22
9,22,2,1975,APJ,p1,NAMERICA,11
