Seniority,References,Authors,Year,Journal,Field,Region,Citations
9,8,1,1959,MNRAS,p2,OTHER,30
9,4,1,1959,MNRAS,p2,OTHER,38
9,2,3,1959,MNRAS,p2,OTHER,41
7,2,1,1959,NAT,p2,EUROPE,1
6,23,2,1959,APJ,p1,OTHER,9
5,7,1,1959,MNRAS,p2,OTHER,12
5,3,2,1959,NAT,p1,NAMERICA,33
4,6,2,1959,APJ,p2,OTHER,5
4,7,2,1959,APJ,p2,OTHER,5
4,3,3,1959,APJ,p4,OTHER,6
4,4,1,1959,APJ,p2,OTHER,6
4,10,2,1959,APJ,p2,OTHER,6
4,2,1,1959,APJ,p6,OTHER,7
4,8,1,1959,APJ,p2,OTHER,8
4,2,3,1959,APJ,p2,OTHER,10
4,7,2,1959,APJ,p2,OTHER,12
4,11,1,1959,APJ,p2,OTHER,14
4,4,1,1959,APJ,p2,OTHER,15
4,11,2,1959,APJ,p2,OTHER,17
4,14,2,1959,APJ,p2,OTHER,18
4,3,2,1959,APJ,p2,OTHER,20
4,9,1,1959,APJ,p2,OTHER,20
4,4,1,1959,APJ,p3,OTHER,21
4,18,3,1959,APJ,p2,OTHER,21
4,1,1,1959,MNRAS,p2,OTHER,23
4,4,1,1959,APJ,p2,OTHER,24
4,12,1,1959,APJ,p2,OTHER,26
4,23,1,1959,APJ,p2,OTHER,28
4,3,3,1959,APJ,p1,OTHER,29
4,11,1,1959,APJ,p2,OTHER,36
4,6,1,1959,APJ,p2,OTHER,37
4,9,2,1959,APJ,p2,OTHER,46
4,8,3,1959,APJ,p2,OTHER,48
4,2,1,1959,NAT,p1,NAMERICA,49
4,36,1,1959,APJ,p2,OTHER,64
4,35,2,1959,APJ,p4,OTHER,72
4,4,2,1959,APJ,p2,OTHER,73
4,1,1,1959,NAT,p4,NAMERICA,85
4,13,1,1959,APJ,p4,OTHER,89
4,30,2,1959,MNRAS,p2,OTHER,166
4,28,2,1959,APJ,p4,OTHER,181
3,4,1,1959,NAT,p1,NAMERICA,4
3,6,2,1959,APJ,p2,OTHER,5
3,3,1,1959,APJ,p2,OTHER,7
3,15,1,1959,MNRAS,p2,OTHER,11
3,1,1,1959,MNRAS,p1,OTHER,12
3,5,1,1959,APJ,p2,OTHER,16
3,9,1,1959,APJ,p2,OTHER,21
3,1,1,1959,APJ,p2,OTHER,22
3,9,1,1959,APJ,p2,OTHER,23
3,34,1,1959,APJ,p2,OTHER,62
3,12,1,1959,APJ,p4,OTHER,69
3,10,1,1959,APJ,p2,OTHER,72
3,8,1,1959,APJ,p2,OTHER,79
3,17,1,1959,MNRAS,p4,OTHER,92
3,7,1,1959,MNRAS,p4,OTHER,112
3,13,1,1959,APJ,p3,OTHER,148
3,19,1,1959,MNRAS,p2,OTHER,243
2,1,5,1959,NAT,p2,OTHER,2
2,2,1,1959,APJ,p2,OTHER,2
2,3,1,1959,APJ,p6,OTHER,9
2,14,1,1959,APJ,p4,OTHER,10
2,5,3,1959,MNRAS,p6,OTHER,19
2,6,1,1959,APJ,p3,OTHER,36
2,22,3,1959,APJ,p2,OTHER,36
2,36,1,1959,APJ,p2,OTHER,65
2,12,2,1959,APJ,p2,OTHER,70
2,18,1,1959,APJ,p2,OTHER,74
2,22,2,1959,MNRAS,p2,OTHER,99
2,6,2,1959,APJ,p2,OTHER,155
1,2,1,1959,APJ,p2,OTHER,1
1,19,1,1959,APJ,p2,OTHER,9
1,3,4,1959,APJ,p2,OTHER,22
1,8,2,1959,APJ,p2,OTHER,30
1,9,1,1959,APJ,p4,OTHER,43
1,4,1,1959,APJ,p2,OTHER,49
1,7,1,1959,APJ,p5,OTHER,75
1,10,1,1959,APJ,p4,OTHER,100
1,14,1,1959,APJ,p4,OTHER,122
0,1,1,1959,NAT,p2,EUROPE,1
0,7,2,1959,MNRAS,p3,OTHER,1
0,2,1,1959,APJ,p2,OTHER,3
0,4,3,1959,NAT,p2,NAMERICA,3
0,2,1,1959,APJ,p5,OTHER,5
0,2,1,1959,NAT,p6,NAMERICA,5
0,9,1,1959,APJ,p1,OTHER,7
0,5,2,1959,APJ,p2,OTHER,8
0,1,3,1959,APJ,p2,OTHER,12
0,2,2,1959,NAT,p6,OTHER,13
0,16,1,1959,APJ,p2,OTHER,15
0,7,1,1959,APJ,p2,OTHER,17
0,10,1,1959,APJ,p2,OTHER,17
0,10,2,1959,APJ,p2,OTHER,17
0,1,1,1959,APJ,p3,OTHER,19
0,12,2,1959,APJ,p2,OTHER,20
0,21,1,1959,APJ,p2,OTHER,20
0,49,1,1959,APJ,p2,OTHER,21
0,11,2,1959,APJ,p2,OTHER,22
0,1,1,1959,NAT,p5,EUROPE,24
0,13,1,1959,APJ,p2,OTHER,25
0,10,2,1959,APJ,p2,OTHER,30
0,12,1,1959,APJ,p2,OTHER,37
0,10,1,1959,APJ,p2,OTHER,38
0,15,1,1959,APJ,p1,OTHER,39
0,9,2,1959,APJ,p2,OTHER,42
0,12,1,1959,APJ,p2,OTHER,43
0,5,2,1959,NAT,p1,NAMERICA,50
0,5,1,1959,APJ,p5,OTHER,61
0,5,1,1959,APJ,p5,OTHER,70
0,4,1,1959,NAT,p2,NAMERICA,109
0,2,1,1959,APJ,p2,OTHER,226
0,28,1,1959,APJ,p2,OTHER,378
9,17,2,1960,MNRAS,p6,OTHER,95
8,2,2,1960,MNRAS,p2,OTHER,303
7,1,1,1960,NAT,p1,NAMERICA,2
6,8,3,1960,MNRAS,p2,OTHER,16
6,26,2,1960,MNRAS,p2,OTHER,67
6,34,3,1960,MNRAS,p4,OTHER,453
5,1,1,1960,MNRAS,p6,OTHER,2
5,4,1,1960,APJ,p2,OTHER,2
5,4,3,1960,APJ,p2,OTHER,4
5,17,1,1960,APJ,p2,OTHER,6
5,5,1,1960,APJ,p2,OTHER,7
5,2,1,1960,APJ,p2,OTHER,8
5,9,1,1960,APJ,p1,OTHER,8
5,11,1,1960,APJ,p2,OTHER,10
5,15,1,1960,APJ,p2,OTHER,14
5,9,1,1960,APJ,p1,OTHER,17
5,13,2,1960,APJ,p4,OTHER,17
5,13,1,1960,APJ,p2,OTHER,21
5,37,1,1960,APJ,p2,OTHER,22
5,9,2,1960,MNRAS,p4,OTHER,24
5,8,1,1960,APJ,p2,OTHER,26
5,1,1,1960,APJ,p2,OTHER,29
5,13,2,1960,APJ,p2,OTHER,29
5,30,1,1960,APJ,p2,OTHER,31
5,14,1,1960,APJ,p2,OTHER,32
5,17,3,1960,APJ,p2,OTHER,32
5,7,1,1960,APJ,p2,OTHER,33
5,17,1,1960,APJ,p2,OTHER,38
5,8,1,1960,APJ,p2,OTHER,41
5,15,1,1960,APJ,p1,OTHER,41
5,8,2,1960,MNRAS,p2,OTHER,44
5,19,2,1960,APJ,p2,OTHER,45
5,23,2,1960,APJ,p2,OTHER,45
5,6,1,1960,APJ,p2,OTHER,59
5,11,2,1960,APJ,p2,OTHER,76
5,42,1,1960,APJ,p4,OTHER,142
5,41,1,1960,APJ,p2,OTHER,179
5,23,2,1960,APJ,p4,OTHER,223
4,7,1,1960,APJ,p2,OTHER,12
4,8,1,1960,APJ,p2,OTHER,19
4,7,1,1960,APJ,p2,OTHER,26
4,11,1,1960,APJ,p2,OTHER,29
4,9,2,1960,MNRAS,p2,OTHER,46
4,12,1,1960,APJ,p2,OTHER,59
3,5,1,1960,APJ,p1,OTHER,1
3,6,1,1960,NAT,p4,NAMERICA,4
3,15,1,1960,MNRAS,p2,OTHER,10
3,18,4,1960,APJ,p2,OTHER,11
3,20,1,1960,MNRAS,p2,OTHER,21
3,13,1,1960,APJ,p2,OTHER,34
3,14,1,1960,APJ,p2,OTHER,37
3,12,1,1960,MNRAS,p4,OTHER,63
3,21,1,1960,MNRAS,p2,OTHER,67
3,7,1,1960,APJ,p2,OTHER,69
3,19,2,1960,APJ,p2,OTHER,73
3,46,1,1960,APJ,p4,OTHER,92
3,20,1,1960,APJ,p2,OTHER,103
3,13,2,1960,APJ,p3,OTHER,133
3,19,1,1960,APJ,p3,OTHER,153
3,6,1,1960,APJ,p3,OTHER,257
3,1,2,1960,APJ,p2,OTHER,327
3,8,3,1960,MNRAS,p4,OTHER,334
2,1,1,1960,MNRAS,p2,OTHER,3
2,3,1,1960,APJ,p2,OTHER,3
2,6,1,1960,APJ,p2,OTHER,10
2,5,1,1960,APJ,p2,OTHER,38
2,29,1,1960,APJ,p4,OTHER,46
2,9,2,1960,APJ,p1,OTHER,49
2,14,1,1960,APJ,p4,OTHER,58
1,2,4,1960,APJ,p6,OTHER,6
1,15,1,1960,APJ,p2,OTHER,12
1,14,2,1960,APJ,p2,OTHER,21
1,6,1,1960,APJ,p4,OTHER,24
1,9,1,1960,APJ,p4,OTHER,29
1,22,1,1960,APJ,p4,OTHER,30
0,5,1,1960,NAT,p4,NAMERICA,1
0,11,4,1960,APJ,p2,OTHER,2
0,2,2,1960,NAT,p5,OTHER,4
0,6,1,1960,APJ,p4,OTHER,4
0,9,1,1960,APJ,p2,OTHER,9
0,11,1,1960,APJ,p2,OTHER,9
0,10,2,1960,APJ,p2,OTHER,12
0,1,1,1960,NAT,p1,OTHER,15
0,5,1,1960,APJ,p2,OTHER,19
0,9,3,1960,APJ,p5,OTHER,19
0,11,1,1960,APJ,p4,OTHER,25
0,9,1,1960,APJ,p4,OTHER,30
0,24,1,1960,APJ,p2,OTHER,30
0,8,1,1960,APJ,p2,OTHER,31
0,5,1,1960,MNRAS,p4,OTHER,36
0,7,2,1960,APJ,p2,OTHER,49
0,24,3,1960,APJ,p2,OTHER,50
0,9,1,1960,MNRAS,p2,OTHER,53
0,8,2,1960,APJ,p2,OTHER,57
0,35,1,1960,APJ,p2,OTHER,57
0,10,1,1960,APJ,p4,OTHER,72
0,25,1,1960,APJ,p2,OTHER,96
0,7,1,1960,APJ,p2,OTHER,153
11,4,1,1961,NAT,p5,EUROPE,5
11,4,1,1961,MNRAS,p6,OTHER,6
11,29,1,1961,APJ,p2,OTHER,822
10,29,2,1961,MNRAS,p3,OTHER,62
7,1,1,1961,NAT,p1,NAMERICA,48
7,14,4,1961,MNRAS,p2,OTHER,61
7,27,3,1961,MNRAS,p4,OTHER,69
7,6,1,1961,MNRAS,p2,OTHER,130
6,14,2,1961,APJ,p2,OTHER,2
6,6,1,1961,APJ,p2,OTHER,3
6,7,2,1961,APJ,p2,OTHER,5
6,7,1,1961,APJ,p2,OTHER,6
6,16,1,1961,APJ,p4,OTHER,9
6,3,2,1961,MNRAS,p2,OTHER,13
6,10,2,1961,APJ,p2,OTHER,14
6,4,2,1961,NAT,p5,NAMERICA,17
6,16,2,1961,APJ,p2,OTHER,17
6,11,1,1961,APJ,p2,OTHER,19
6,20,2,1961,APJ,p2,OTHER,19
6,9,1,1961,APJ,p2,OTHER,20
6,11,1,1961,APJ,p2,OTHER,23
6,17,1,1961,APJ,p2,OTHER,24
6,18,2,1961,APJ,p2,OTHER,24
6,6,2,1961,APJ,p2,OTHER,27
6,19,2,1961,APJ,p2,OTHER,28
6,3,2,1961,MNRAS,p2,OTHER,29
6,16,1,1961,APJ,p5,OTHER,32
6,20,2,1961,APJ,p2,OTHER,32
6,12,1,1961,APJ,p2,OTHER,37
6,13,2,1961,APJ,p2,OTHER,37
6,4,1,1961,APJ,p2,OTHER,39
6,5,1,1961,APJ,p2,OTHER,40
6,15,2,1961,APJ,p2,OTHER,49
6,11,1,1961,APJ,p2,OTHER,52
6,3,1,1961,APJ,p6,OTHER,53
6,14,1,1961,APJ,p4,OTHER,58
6,24,2,1961,APJ,p2,OTHER,68
6,14,3,1961,APJ,p2,OTHER,71
6,5,2,1961,APJ,p6,OTHER,89
6,5,1,1961,APJ,p3,OTHER,105
6,8,2,1961,APJ,p2,OTHER,112
6,30,2,1961,APJ,p4,OTHER,139
6,26,1,1961,APJ,p2,OTHER,162
6,15,1,1961,APJ,p2,OTHER,165
6,42,1,1961,APJ,p3,OTHER,401
6,64,1,1961,APJ,p2,OTHER,425
5,1,1,1961,MNRAS,p1,OTHER,1
5,1,1,1961,APJ,p2,OTHER,3
5,9,1,1961,APJ,p2,OTHER,7
5,11,2,1961,APJ,p4,OTHER,7
5,7,1,1961,MNRAS,p4,OTHER,9
5,2,1,1961,APJ,p2,OTHER,16
5,15,1,1961,APJ,p2,OTHER,18
5,4,1,1961,MNRAS,p1,OTHER,27
4,3,1,1961,APJ,p5,OTHER,3
4,8,2,1961,APJ,p2,OTHER,3
4,10,2,1961,APJ,p2,OTHER,3
4,2,2,1961,APJ,p2,OTHER,9
4,8,1,1961,APJ,p2,OTHER,9
4,8,1,1961,MNRAS,p2,OTHER,10
4,8,2,1961,APJ,p2,OTHER,10
4,20,1,1961,APJ,p2,OTHER,13
4,7,1,1961,APJ,p4,OTHER,17
4,3,1,1961,APJ,p3,OTHER,26
4,20,1,1961,APJ,p2,OTHER,28
4,45,1,1961,APJ,p2,OTHER,404
3,7,1,1961,MNRAS,p1,OTHER,2
3,6,1,1961,APJ,p2,OTHER,4
3,5,1,1961,NAT,p1,OTHER,5
3,9,2,1961,APJ,p2,OTHER,11
3,4,2,1961,APJ,p2,OTHER,12
3,17,1,1961,APJ,p2,OTHER,20
3,6,1,1961,MNRAS,p2,OTHER,22
3,7,1,1961,APJ,p1,OTHER,27
3,8,1,1961,APJ,p4,OTHER,45
3,5,1,1961,MNRAS,p3,OTHER,48
3,13,1,1961,APJ,p2,OTHER,55
3,14,5,1961,APJ,p2,OTHER,58
2,11,1,1961,APJ,p2,OTHER,7
2,4,1,1961,NAT,p3,OTHER,10
2,9,1,1961,APJ,p5,OTHER,11
2,8,3,1961,APJ,p2,OTHER,12
2,6,1,1961,NAT,p4,OTHER,16
2,12,1,1961,APJ,p2,OTHER,16
2,7,1,1961,APJ,p4,OTHER,39
2,18,5,1961,APJ,p2,OTHER,39
2,21,1,1961,APJ,p2,OTHER,44
2,25,1,1961,APJ,p2,OTHER,51
1,1,1,1961,NAT,p1,EUROPE,1
1,2,1,1961,NAT,p1,OTHER,2
1,7,1,1961,NAT,p1,EUROPE,5
1,12,1,1961,APJ,p2,OTHER,6
1,15,1,1961,APJ,p4,OTHER,11
1,6,2,1961,APJ,p2,OTHER,13
1,10,1,1961,APJ,p2,OTHER,16
1,19,1,1961,APJ,p4,OTHER,16
1,1,2,1961,NAT,p2,NAMERICA,17
1,14,2,1961,APJ,p2,OTHER,18
1,2,4,1961,APJ,p2,OTHER,19
1,10,2,1961,APJ,p6,OTHER,19
1,12,1,1961,APJ,p4,OTHER,91
0,3,3,1961,MNRAS,p5,OTHER,2
0,4,2,1961,APJ,p2,OTHER,2
0,6,1,1961,NAT,p1,NAMERICA,3
0,2,2,1961,APJ,p1,OTHER,5
0,4,1,1961,NAT,p2,OTHER,5
0,4,3,1961,APJ,p2,OTHER,5
0,8,2,1961,APJ,p2,OTHER,5
0,2,1,1961,MNRAS,p2,OTHER,6
0,4,1,1961,MNRAS,p3,OTHER,6
0,7,2,1961,APJ,p2,OTHER,6
0,9,2,1961,MNRAS,p3,OTHER,6
0,10,1,1961,NAT,p4,NAMERICA,6
0,11,2,1961,APJ,p2,OTHER,6
0,6,1,1961,APJ,p1,OTHER,8
0,2,1,1961,APJ,p2,OTHER,10
0,1,1,1961,MNRAS,p1,OTHER,11
0,8,2,1961,APJ,p2,OTHER,11
0,9,1,1961,APJ,p1,OTHER,11
0,6,2,1961,APJ,p2,OTHER,13
0,7,2,1961,NAT,p2,NAMERICA,14
0,11,1,1961,APJ,p2,OTHER,14
0,15,2,1961,APJ,p1,OTHER,14
0,1,2,1961,APJ,p2,OTHER,16
0,1,1,1961,APJ,p2,OTHER,18
0,10,1,1961,APJ,p2,OTHER,18
0,10,2,1961,APJ,p1,OTHER,18
0,15,1,1961,APJ,p2,OTHER,18
0,6,1,1961,APJ,p4,OTHER,19
0,39,2,1961,APJ,p2,OTHER,24
0,9,1,1961,APJ,p2,OTHER,26
0,3,1,1961,NAT,p2,NAMERICA,29
0,8,1,1961,APJ,p2,OTHER,30
0,18,4,1961,APJ,p2,OTHER,33
0,24,1,1961,APJ,p2,OTHER,33
0,17,1,1961,APJ,p3,OTHER,37
0,13,1,1961,APJ,p1,OTHER,38
0,21,1,1961,APJ,p2,OTHER,38
0,4,1,1961,APJ,p2,OTHER,41
0,22,2,1961,APJ,p2,OTHER,45
0,18,1,1961,APJ,p2,OTHER,51
0,27,1,1961,APJ,p2,OTHER,51
0,4,4,1961,APJ,p2,OTHER,52
0,28,3,1961,APJ,p2,OTHER,56
0,4,1,1961,APJ,p1,OTHER,74
0,4,1,1961,APJ,p6,OTHER,80
0,12,3,1961,APJ,p2,OTHER,83
0,21,1,1961,APJ,p2,OTHER,142
11,10,2,1962,MNRAS,p6,OTHER,82
8,15,1,1962,APJ,p3,OTHER,5
8,6,2,1962,APJ,p2,OTHER,55
7,5,2,1962,APJ,p2,OTHER,8
7,9,1,1962,APJ,p2,OTHER,8
7,11,1,1962,APJ,p2,OTHER,10
7,24,1,1962,APJ,p2,OTHER,15
7,21,2,1962,MNRAS,p4,OTHER,17
7,13,2,1962,APJ,p2,OTHER,19
7,3,2,1962,APJ,p1,OTHER,24
7,23,2,1962,APJ,p2,OTHER,25
7,15,1,1962,APJ,p4,OTHER,26
7,19,2,1962,APJ,p2,OTHER,27
7,5,2,1962,APJ,p4,OTHER,30
7,15,1,1962,MNRAS,p2,OTHER,33
7,11,2,1962,APJ,p4,OTHER,34
7,17,4,1962,APJ,p2,OTHER,34
7,20,1,1962,APJ,p2,OTHER,48
7,18,2,1962,APJ,p2,OTHER,50
7,16,1,1962,APJ,p4,OTHER,56
7,8,2,1962,APJ,p4,OTHER,78
7,6,3,1962,APJ,p2,OTHER,94
7,18,1,1962,APJ,p2,OTHER,94
7,4,1,1962,APJ,p1,OTHER,95
7,26,2,1962,APJ,p2,OTHER,102
7,16,1,1962,APJ,p2,OTHER,144
7,21,1,1962,APJ,p5,OTHER,177
7,25,1,1962,APJ,p2,OTHER,182
7,22,1,1962,APJ,p2,OTHER,191
6,2,1,1962,NAT,p1,NAMERICA,9
6,9,3,1962,NAT,p4,OTHER,17
6,4,1,1962,NAT,p3,NAMERICA,20
6,12,2,1962,MNRAS,p2,OTHER,23
6,4,3,1962,MNRAS,p2,OTHER,25
6,15,2,1962,APJ,p2,OTHER,25
6,10,1,1962,APJ,p3,NAMERICA,27
6,25,2,1962,APJ,p2,OTHER,31
6,8,1,1962,APJ,p2,OTHER,37
6,11,1,1962,APJ,p2,OTHER,80
5,8,1,1962,APJ,p4,OTHER,7
5,23,1,1962,APJ,p2,OTHER,16
5,25,1,1962,APJ,p2,OTHER,23
5,15,2,1962,APJ,p2,OTHER,39
5,14,1,1962,APJ,p2,OTHER,46
5,7,1,1962,APJ,p4,OTHER,49
5,16,2,1962,APJ,p2,OTHER,73
5,5,2,1962,APJ,p2,OTHER,84
5,30,1,1962,APJ,p2,OTHER,132
5,18,3,1962,APJ,p4,OTHER,1708
4,5,1,1962,NAT,p1,EUROPE,3
4,4,1,1962,APJ,p1,OTHER,5
4,17,3,1962,APJ,p2,OTHER,7
4,4,2,1962,APJ,p2,OTHER,18
4,7,1,1962,APJ,p2,OTHER,20
4,11,2,1962,APJ,p2,OTHER,41
4,15,2,1962,APJ,p4,OTHER,54
3,3,3,1962,MNRAS,p6,OTHER,15
3,18,1,1962,APJ,p2,OTHER,29
3,9,1,1962,APJ,p2,OTHER,41
3,45,1,1962,APJ,p4,OTHER,64
2,8,3,1962,APJ,p2,OTHER,4
2,2,1,1962,MNRAS,p2,OTHER,67
2,10,1,1962,APJ,p2,OTHER,81
2,7,1,1962,MNRAS,p3,OTHER,84
2,11,3,1962,APJ,p2,OTHER,85
2,9,1,1962,MNRAS,p1,OTHER,97
2,5,1,1962,MNRAS,p3,OTHER,136
2,9,1,1962,APJ,p2,OTHER,923
1,5,1,1962,NAT,p4,NAMERICA,1
1,7,1,1962,APJ,p3,OTHER,6
1,22,1,1962,APJ,p1,OTHER,6
1,7,1,1962,MNRAS,p3,OTHER,10
1,6,1,1962,APJ,p2,OTHER,11
1,2,1,1962,MNRAS,p1,OTHER,13
1,8,1,1962,APJ,p2,OTHER,14
1,6,1,1962,APJ,p2,OTHER,16
1,12,1,1962,APJ,p4,OTHER,19
1,6,2,1962,APJ,p2,OTHER,24
1,22,1,1962,APJ,p2,OTHER,28
1,17,1,1962,APJ,p2,OTHER,39
1,23,2,1962,APJ,p2,OTHER,50
1,16,1,1962,APJ,p2,OTHER,54
1,12,4,1962,APJ,p2,OTHER,191
0,1,1,1962,NAT,p1,NAMERICA,1
0,21,2,1962,APJ,p2,OTHER,2
0,13,1,1962,APJ,p2,OTHER,3
0,11,1,1962,APJ,p2,OTHER,4
0,5,1,1962,NAT,p5,EUROPE,6
0,7,1,1962,APJ,p2,OTHER,6
0,31,1,1962,APJ,p2,OTHER,6
0,6,3,1962,APJ,p4,OTHER,7
0,4,1,1962,APJ,p2,OTHER,8
0,12,1,1962,APJ,p2,OTHER,9
0,8,1,1962,MNRAS,p2,OTHER,12
0,11,1,1962,APJ,p5,OTHER,14
0,18,2,1962,APJ,p4,OTHER,14
0,15,1,1962,APJ,p2,OTHER,15
0,5,3,1962,APJ,p2,OTHER,17
0,10,3,1962,APJ,p1,OTHER,17
0,13,1,1962,MNRAS,p2,OTHER,17
0,5,1,1962,APJ,p2,OTHER,18
0,8,4,1962,NAT,p5,OTHER,19
0,24,1,1962,APJ,p2,OTHER,19
0,15,1,1962,APJ,p2,OTHER,25
0,6,2,1962,MNRAS,p1,OTHER,28
0,15,1,1962,MNRAS,p5,OTHER,29
0,4,1,1962,MNRAS,p2,OTHER,32
0,22,2,1962,APJ,p2,OTHER,48
0,17,2,1962,APJ,p5,OTHER,57
0,1,1,1962,APJ,p2,OTHER,63
0,16,4,1962,APJ,p2,OTHER,76
0,9,2,1962,APJ,p4,OTHER,86
0,5,1,1962,APJ,p4,OTHER,175
0,19,1,1962,APJ,p2,OTHER,220
0,17,1,1962,MNRAS,p1,OTHER,355
0,8,3,1962,APJ,p2,OTHER,633
9,9,1,1963,MNRAS,p2,OTHER,18
9,26,1,1963,MNRAS,p4,OTHER,41
9,7,1,1963,APJ,p1,OTHER,67
9,8,1,1963,APJ,p3,OTHER,69
9,65,1,1963,MNRAS,p2,OTHER,164
9,18,1,1963,MNRAS,p4,OTHER,386
8,6,1,1963,APJ,p6,OTHER,1
8,4,2,1963,APJ,p2,OTHER,3
8,10,2,1963,APJ,p2,OTHER,3
8,2,1,1963,APJ,p2,OTHER,5
8,12,1,1963,APJ,p2,OTHER,6
8,15,1,1963,APJ,p2,OTHER,7
8,3,1,1963,APJ,p2,OTHER,8
8,10,2,1963,APJ,p2,OTHER,9
8,8,1,1963,APJ,p2,OTHER,15
8,10,1,1963,MNRAS,p2,OTHER,18
8,17,2,1963,APJ,p4,OTHER,21
8,12,2,1963,APJ,p2,OTHER,24
8,24,1,1963,APJ,p4,OTHER,24
8,18,1,1963,APJ,p2,OTHER,26
8,25,1,1963,APJ,p2,OTHER,27
8,5,1,1963,APJ,p1,OTHER,28
8,13,1,1963,APJ,p2,OTHER,31
8,6,3,1963,APJ,p2,OTHER,35
8,13,1,1963,APJ,p2,OTHER,35
8,24,2,1963,APJ,p2,OTHER,38
8,14,3,1963,APJ,p3,OTHER,41
8,30,1,1963,APJ,p2,OTHER,44
8,7,2,1963,APJ,p2,OTHER,54
8,10,2,1963,APJ,p5,OTHER,55
8,5,1,1963,APJ,p2,OTHER,57
8,22,1,1963,APJ,p1,OTHER,78
8,3,2,1963,APJ,p1,OTHER,83
8,24,1,1963,APJ,p2,OTHER,90
8,25,1,1963,APJ,p4,OTHER,91
8,11,2,1963,APJ,p2,OTHER,98
8,26,1,1963,APJ,p2,OTHER,147
7,6,1,1963,APJ,p6,OTHER,1
7,5,1,1963,APJ,p2,OTHER,5
7,10,2,1963,APJ,p1,OTHER,6
7,4,2,1963,NAT,p1,OTHER,11
7,3,1,1963,NAT,p1,NAMERICA,16
7,12,1,1963,APJ,p4,OTHER,20
7,18,1,1963,APJ,p2,OTHER,22
7,8,2,1963,APJ,p2,OTHER,23
7,10,1,1963,APJ,p2,OTHER,23
7,8,1,1963,APJ,p1,OTHER,29
7,7,1,1963,APJ,p2,OTHER,264
7,19,2,1963,APJ,p5,OTHER,268
6,4,1,1963,APJ,p2,OTHER,1
6,23,2,1963,APJ,p2,OTHER,19
6,15,2,1963,MNRAS,p2,OTHER,36
6,4,1,1963,APJ,p2,OTHER,55
6,8,1,1963,APJ,p2,OTHER,69
5,1,1,1963,NAT,p1,EUROPE,1
5,3,1,1963,APJ,p1,OTHER,3
5,5,1,1963,NAT,p5,OTHER,20
5,8,1,1963,APJ,p4,OTHER,30
5,16,2,1963,MNRAS,p2,OTHER,42
5,19,3,1963,APJ,p2,OTHER,43
5,15,2,1963,APJ,p4,OTHER,51
5,7,1,1963,MNRAS,p2,OTHER,52
5,22,1,1963,MNRAS,p4,OTHER,102
5,35,5,1963,APJ,p2,OTHER,173
4,3,1,1963,APJ,p2,OTHER,1
4,11,1,1963,APJ,p4,OTHER,9
4,8,1,1963,MNRAS,p4,OTHER,10
4,7,1,1963,APJ,p2,OTHER,17
4,12,1,1963,MNRAS,p2,OTHER,29
4,21,2,1963,APJ,p2,OTHER,31
4,14,1,1963,MNRAS,p2,OTHER,36
4,18,1,1963,MNRAS,p2,OTHER,39
4,42,3,1963,APJ,p3,OTHER,124
4,14,4,1963,APJ,p2,OTHER,168
4,16,1,1963,APJ,p2,OTHER,185
3,11,2,1963,APJ,p5,OTHER,8
3,15,2,1963,APJ,p4,OTHER,8
3,5,1,1963,APJ,p4,OTHER,17
3,28,2,1963,APJ,p2,OTHER,34
3,35,1,1963,APJ,p2,OTHER,169
2,9,1,1963,APJ,p2,OTHER,1
2,9,1,1963,NAT,p6,NAMERICA,1
2,10,1,1963,NAT,p2,NAMERICA,2
2,7,1,1963,NAT,p2,OTHER,6
2,3,1,1963,APJ,p2,OTHER,7
2,7,1,1963,APJ,p5,OTHER,10
2,12,1,1963,APJ,p2,OTHER,10
2,7,1,1963,APJ,p2,OTHER,14
2,18,1,1963,APJ,p4,OTHER,14
2,7,2,1963,NAT,p1,NAMERICA,19
2,5,1,1963,MNRAS,p2,OTHER,26
2,14,3,1963,MNRAS,p6,OTHER,26
2,9,1,1963,APJ,p5,OTHER,39
2,20,1,1963,MNRAS,p4,OTHER,59
2,8,1,1963,APJ,p2,OTHER,97
2,8,1,1963,MNRAS,p3,OTHER,216
1,8,1,1963,APJ,p3,OTHER,3
1,9,1,1963,APJ,p2,OTHER,6
1,6,1,1963,APJ,p3,OTHER,7
1,15,1,1963,MNRAS,p3,OTHER,10
1,9,1,1963,MNRAS,p4,OTHER,19
1,9,1,1963,APJ,p5,OTHER,20
1,22,3,1963,APJ,p2,OTHER,27
1,17,1,1963,MNRAS,p2,OTHER,50
1,14,2,1963,MNRAS,p4,OTHER,107
1,6,1,1963,MNRAS,p2,OTHER,125
0,1,2,1963,APJ,p2,OTHER,2
0,11,1,1963,APJ,p2,OTHER,2
0,6,1,1963,APJ,p2,OTHER,4
0,9,1,1963,MNRAS,p2,OTHER,5
0,20,1,1963,APJ,p1,OTHER,5
0,3,1,1963,APJ,p2,OTHER,7
0,5,3,1963,MNRAS,p3,OTHER,7
0,13,1,1963,MNRAS,p2,OTHER,8
0,3,1,1963,MNRAS,p2,OTHER,9
0,11,1,1963,APJ,p5,OTHER,9
0,14,2,1963,APJ,p3,OTHER,9
0,14,2,1963,APJ,p2,OTHER,11
0,4,2,1963,APJ,p2,OTHER,13
0,11,1,1963,APJ,p2,OTHER,14
0,4,2,1963,NAT,p6,NAMERICA,15
0,11,2,1963,APJ,p5,OTHER,15
